id,title,slug,cluster,status,score,qa_path,draft_path,research_path,subtitle,main_keyword,extended_keywords,search_intent,unique_angle,reader_job,decision_moment,answer_claim,evidence_plan,non_overlap_claim,internal_link_targets,section_sequence,visual_plan
"d025","비타민 B12와 저림·균형 변화를 들었을 때: 위치·식사·복용을 적는 메모","b12-numbness-balance-context","신경·영양","done","97","output/wonon/batch-110/qa/d025-b12-numbness-balance-context.json","output/wonon/batch-110/drafts/d025-b12-numbness-balance-context.mdx","output/wonon/batch-110/research/d025-b12-numbness-balance-context.json","비타민 B12 저림 균형: 저림 위치·보행·식사을 한 장의 진료 준비 기록으로 정리합니다.","비타민 B12 저림 균형","비타민 B12 저림 균형, 저림 위치·보행·식사, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","저림 위치·보행·식사","비타민 B12 저림 균형 때문에 의료진에게 전달할 저림 위치·보행·식사 관련 정보를 정리하는 비타민 B12 저림 균형 기록을 만든다.","비타민 B12 저림 균형 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","비타민 B12 저림 균형의 진료 준비에는 저림 위치·보행·식사 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","MedlinePlus Medical Encyclopedia (NLM): B12 부족에서 저림·균형 변화와 식사·위장수술 위험을 확인할 정보 | NHS: 비타민 B12와 저림·균형 변화를 들었을 때: 위치·식사·복용을 적는 메모 관련 공식 자료로 확인할 정보 | MedlinePlus (NLM): 말초신경병증 증상과 B12 부족을 포함한 원인을 확인할 정보","비타민 B12 저림 균형은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 저림 위치·보행·식사이라는 고유한 결정 순간을 다룬다.","/article/recurrent-numbness-body-diagram | /article/morning-finger-stiffness-context-log | /article/medication-reconciliation-sheet","저림 위치를 몸 그림에 표시 | 균형·보행 기능 변화 기록 | 채식·위장수술·소화 문제 확인 | 메트포르민·산억제제 등 복용 질문 | 갑작스런 편측 약화 등 응급 신호 구분","B12-신경 증상 연결 메모"
"d026","폐경 뒤 심혈관 위험을 상담할 때: 혈압·지질·흡연·가족력을 묻는 표","postmenopause-cardiovascular-risk-questions","심혈관","done","97","output/wonon/batch-110/qa/d026-postmenopause-cardiovascular-risk-questions.json","output/wonon/batch-110/drafts/d026-postmenopause-cardiovascular-risk-questions.mdx","output/wonon/batch-110/research/d026-postmenopause-cardiovascular-risk-questions.json","폐경 심혈관 위험: 혈압·지질·흡연·가족력을 한 장의 진료 준비 기록으로 정리합니다.","폐경 심혈관 위험","폐경 심혈관 위험, 혈압·지질·흡연·가족력, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","혈압·지질·흡연·가족력","폐경 심혈관 위험 때문에 의료진에게 전달할 혈압·지질·흡연·가족력 관련 정보를 정리하는 폐경 심혈관 위험 기록을 만든다.","폐경 심혈관 위험 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","폐경 심혈관 위험의 진료 준비에는 혈압·지질·흡연·가족력 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","Office on Women's Health (HHS): 폐경 후 낮아진 에스트로겐과 심장·뇌졸중 위험을 기존 위험요인과 함께 확인할 정보 | CDC: 폐경 뒤 심혈관 위험을 상담할 때: 혈압·지질·흡연·가족력을 묻는 표 관련 공식 자료로 확인할 정보 | NHLBI: 폐경 뒤 심혈관 위험을 상담할 때: 혈압·지질·흡연·가족력을 묻는 표 관련 공식 자료로 확인할 정보","폐경 심혈관 위험은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 혈압·지질·흡연·가족력이라는 고유한 결정 순간을 다룬다.","/article/menopause-lipid-trend-table | /article/family-blood-pressure-context | /article/cholesterol-result-context-history","폐경 시점과 기존 위험 분리 | 혈압·지질·당뇨 결과 배열 | 흡연·가족력 질문 | 운동·수면·약 복용 확인 | 흉통·호흡곤란 응급 기준과 예방 상담 CTA","폐경 후 심혈관 상담 표"
"d027","스마트워치가 불규칙 맥박을 알렸을 때: 알림·증상·측정 조건을 적는 카드","wearable-irregular-pulse-af-evidence","심혈관","done","97","output/wonon/batch-110/qa/d027-wearable-irregular-pulse-af-evidence.json","output/wonon/batch-110/drafts/d027-wearable-irregular-pulse-af-evidence.mdx","output/wonon/batch-110/research/d027-wearable-irregular-pulse-af-evidence.json","스마트워치 불규칙 맥박: 알림 시각·증상·측정 조건을 한 장의 진료 준비 기록으로 정리합니다.","스마트워치 불규칙 맥박","스마트워치 불규칙 맥박, 알림 시각·증상·측정 조건, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","알림 시각·증상·측정 조건","스마트워치 불규칙 맥박 때문에 의료진에게 전달할 알림 시각·증상·측정 조건 관련 정보를 정리하는 스마트워치 불규칙 맥박 기록을 만든다.","스마트워치 불규칙 맥박 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","스마트워치 불규칙 맥박의 진료 준비에는 알림 시각·증상·측정 조건 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","FDA: 스마트워치가 불규칙 맥박을 알렸을 때: 알림·증상·측정 조건을 적는 카드 관련 공식 자료로 확인할 정보 | CDC: 심방세동의 불규칙 맥박·증상과 웨어러블 알림을 진료 맥락에서 확인할 정보 | NHLBI: 스마트워치가 불규칙 맥박을 알렸을 때: 알림·증상·측정 조건을 적는 카드 관련 공식 자료로 확인할 정보","스마트워치 불규칙 맥박은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 알림 시각·증상·측정 조건이라는 고유한 결정 순간을 다룬다.","/article/menopause-palpitations-separate-log | /article/palpitations-avoidance-loop | /article/dizziness-context-safety-table","알림 스크린샷과 시간 보관 | 증상·운동·카페인 맥락 | 맥박 재확인 방식 기록 | 기기 한계와 진단 구분 | 흉통·실신·호흡곤란의 즉시 도움 기준","웨어러블 알림 증거 카드"
"d028","가정혈압계 수치가 이상할 때: 커프·자세·배터리를 확인하는 오류 메모","home-bp-cuff-device-error-note","심혈관","done","97","output/wonon/batch-110/qa/d028-home-bp-cuff-device-error-note.json","output/wonon/batch-110/drafts/d028-home-bp-cuff-device-error-note.mdx","output/wonon/batch-110/research/d028-home-bp-cuff-device-error-note.json","가정혈압계 오류: 커프·자세·배터리을 한 장의 진료 준비 기록으로 정리합니다.","가정혈압계 오류","가정혈압계 오류, 커프·자세·배터리, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","커프·자세·배터리","가정혈압계 오류 때문에 의료진에게 전달할 커프·자세·배터리 관련 정보를 정리하는 가정혈압계 오류 기록을 만든다.","가정혈압계 오류 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","가정혈압계 오류의 진료 준비에는 커프·자세·배터리 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","CDC: 가정혈압 측정에서 휴식·자세·말하기·반복 측정 조건을 확인할 정보 | CDC: 가정혈압계 수치가 이상할 때: 커프·자세·배터리를 확인하는 오류 메모 관련 공식 자료로 확인할 정보 | FDA: 가정혈압계 수치가 이상할 때: 커프·자세·배터리를 확인하는 오류 메모 관련 공식 자료로 확인할 정보","가정혈압계 오류은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 커프·자세·배터리이라는 고유한 결정 순간을 다룬다.","/article/blood-pressure-log-measurement-conditions | /article/blood-pressure-medicine-dizziness-table | /article/family-blood-pressure-context","수치와 증상 동시 기록 | 커프 크기·착용 위치 확인 | 휴식·자세·말하기 조건 재점검 | 배터리·기기 비교 여부 | 매우 높은 수치와 신경·흉통 증상 응급 기준","혈압계 오류 점검 메모"
"d029","코골이가 새로 생기고 혈압도 높을 때: 낮 졸림과 동침자 관찰을 묻는 표","new-snoring-hypertension-log","수면·호흡","done","97","output/wonon/batch-110/qa/d029-new-snoring-hypertension-log.json","output/wonon/batch-110/drafts/d029-new-snoring-hypertension-log.mdx","output/wonon/batch-110/research/d029-new-snoring-hypertension-log.json","새 코골이 고혈압: 낮 졸림·동침자 관찰·혈압을 한 장의 진료 준비 기록으로 정리합니다.","새 코골이 고혈압","새 코골이 고혈압, 낮 졸림·동침자 관찰·혈압, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","낮 졸림·동침자 관찰·혈압","새 코골이 고혈압 때문에 의료진에게 전달할 낮 졸림·동침자 관찰·혈압 관련 정보를 정리하는 새 코골이 고혈압 기록을 만든다.","새 코골이 고혈압 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","새 코골이 고혈압의 진료 준비에는 낮 졸림·동침자 관찰·혈압 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","NHLBI: 코골이가 새로 생기고 혈압도 높을 때: 낮 졸림과 동침자 관찰을 묻는 표 관련 공식 자료로 확인할 정보 | MedlinePlus (NLM): 수면무호흡의 코골이·호흡정지 목격·낮 졸림 증상을 확인할 정보 | NHTSA: 코골이가 새로 생기고 혈압도 높을 때: 낮 졸림과 동침자 관찰을 묻는 표 관련 공식 자료로 확인할 정보","새 코골이 고혈압은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 낮 졸림·동침자 관찰·혈압이라는 고유한 결정 순간을 다룬다.","/article/sleep-apnea-solo-observation | /article/night-waking-transfer-safety | /article/daytime-balance-risk-sketch","코골이 시작·빈도 | 숨멎음 목격과 야간 각성 | 낮 졸림·운전 안전 | 혈압·체중·음주·진정제 맥락 | 호흡 정지 의심과 긴급 도움·수면검사 질문","코골이-혈압 이중 관찰표"
"d030","금연 뒤 체중이 늘까 걱정될 때: 식욕·갈망·활동을 나누는 준비표","smoking-cessation-weight-gain-plan","생활 습관","done","97","output/wonon/batch-110/qa/d030-smoking-cessation-weight-gain-plan.json","output/wonon/batch-110/drafts/d030-smoking-cessation-weight-gain-plan.mdx","output/wonon/batch-110/research/d030-smoking-cessation-weight-gain-plan.json","금연 체중 증가: 식욕·갈망·활동을 한 장의 진료 준비 기록으로 정리합니다.","금연 체중 증가","금연 체중 증가, 식욕·갈망·활동, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","식욕·갈망·활동","금연 체중 증가 때문에 의료진에게 전달할 식욕·갈망·활동 관련 정보를 정리하는 금연 체중 증가 기록을 만든다.","금연 체중 증가 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","금연 체중 증가의 진료 준비에는 식욕·갈망·활동 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","CDC: 금연 뒤 체중이 늘까 걱정될 때: 식욕·갈망·활동을 나누는 준비표 관련 공식 자료로 확인할 정보 | Smokefree.gov: 금연 뒤 체중이 늘까 걱정될 때: 식욕·갈망·활동을 나누는 준비표 관련 공식 자료로 확인할 정보 | NCI: 금연 뒤 체중이 늘까 걱정될 때: 식욕·갈망·활동을 나누는 준비표 관련 공식 자료로 확인할 정보","금연 체중 증가은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 식욕·갈망·활동이라는 고유한 결정 순간을 다룬다.","/article/alcohol-sleep-next-day-review | /article/evening-eating-pattern-timeline | /article/fatigue-pacing-week-map","금연 이유와 날짜 | 갈망 시간·음식 충동 구분 | 활동·간식 대체안 | 체중 측정 빈도와 집착 경고 | 금단·우울 악화 시 지원 연결","금연-식욕 대체 행동 계획표"
"d031","전자담배 뒤 기침이나 숨참이 생길 때: 사용량·호흡 변화를 적는 일지","vaping-cough-breathlessness-log","호흡·금연","done","97","output/wonon/batch-110/qa/d031-vaping-cough-breathlessness-log.json","output/wonon/batch-110/drafts/d031-vaping-cough-breathlessness-log.mdx","output/wonon/batch-110/research/d031-vaping-cough-breathlessness-log.json","전자담배 기침 숨참: 사용량·호흡·흉통을 한 장의 진료 준비 기록으로 정리합니다.","전자담배 기침 숨참","전자담배 기침 숨참, 사용량·호흡·흉통, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","사용량·호흡·흉통","전자담배 기침 숨참 때문에 의료진에게 전달할 사용량·호흡·흉통 관련 정보를 정리하는 전자담배 기침 숨참 기록을 만든다.","전자담배 기침 숨참 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","전자담배 기침 숨참의 진료 준비에는 사용량·호흡·흉통 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","CDC: 전자담배 뒤 기침이나 숨참이 생길 때: 사용량·호흡 변화를 적는 일지 관련 공식 자료로 확인할 정보 | CDC: 전자담배 뒤 기침이나 숨참이 생길 때: 사용량·호흡 변화를 적는 일지 관련 공식 자료로 확인할 정보 | FDA: 전자담배 뒤 기침이나 숨참이 생길 때: 사용량·호흡 변화를 적는 일지 관련 공식 자료로 확인할 정보","전자담배 기침 숨참은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 사용량·호흡·흉통이라는 고유한 결정 순간을 다룬다.","/article/new-wheezing-observation-sheet | /article/stairs-breathlessness-route | /article/post-flu-cough-recovery-log","제품·성분·사용 시간 | 기침·흉통·숨참 변화 | 운동·감염 노출 분리 | 사용 중단과 의료진 전달 정보 | 산소 부족·흉통·빠른 악화 응급 기준","전자담배 노출-호흡 일지"
"d032","수면제·항불안제 복용 뒤 휘청할 때: 복용 시각과 낙상 장면을 적는 카드","sedative-fall-risk-context-card","복약 안전","done","97","output/wonon/batch-110/qa/d032-sedative-fall-risk-context-card.json","output/wonon/batch-110/drafts/d032-sedative-fall-risk-context-card.mdx","output/wonon/batch-110/research/d032-sedative-fall-risk-context-card.json","수면제 항불안제 낙상: 복용 시각·어지럼·낙상을 한 장의 진료 준비 기록으로 정리합니다.","수면제 항불안제 낙상","수면제 항불안제 낙상, 복용 시각·어지럼·낙상, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","복용 시각·어지럼·낙상","수면제 항불안제 낙상 때문에 의료진에게 전달할 복용 시각·어지럼·낙상 관련 정보를 정리하는 수면제 항불안제 낙상 기록을 만든다.","수면제 항불안제 낙상 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","수면제 항불안제 낙상의 진료 준비에는 복용 시각·어지럼·낙상 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","FDA: 수면제·항불안제 복용 뒤 휘청할 때: 복용 시각과 낙상 장면을 적는 카드 관련 공식 자료로 확인할 정보 | CDC: 수면제·항불안제 복용 뒤 휘청할 때: 복용 시각과 낙상 장면을 적는 카드 관련 공식 자료로 확인할 정보 | FDA: 고령에서 처방약·OTC·알코올 병용과 상호작용으로 생길 수 있는 졸림·낙상 위험을 확인할 정보","수면제 항불안제 낙상은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 복용 시각·어지럼·낙상이라는 고유한 결정 순간을 다룬다.","/article/night-waking-transfer-safety | /article/stairs-fall-risk-situation-map | /article/medication-reconciliation-sheet","약 이름·용량·시각 | 넘어짐 전후 행동 | 알코올·진통제·감기약 병용 | 머리 부딪힘·의식 변화 점검 | 처방 변경 전 연락과 낙상 예방 질문","복용-낙상 사건 카드"
"d033","항우울제를 시작한 첫 달: 수면·불안·일상 기능을 나누는 변화 기록","antidepressant-early-symptom-log","마음·복약","done","97","output/wonon/batch-110/qa/d033-antidepressant-early-symptom-log.json","output/wonon/batch-110/drafts/d033-antidepressant-early-symptom-log.mdx","output/wonon/batch-110/research/d033-antidepressant-early-symptom-log.json","항우울제 초기 변화: 수면·불안·기능을 한 장의 진료 준비 기록으로 정리합니다.","항우울제 초기 변화","항우울제 초기 변화, 수면·불안·기능, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","수면·불안·기능","항우울제 초기 변화 때문에 의료진에게 전달할 수면·불안·기능 관련 정보를 정리하는 항우울제 초기 변화 기록을 만든다.","항우울제 초기 변화 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","항우울제 초기 변화의 진료 준비에는 수면·불안·기능 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","NIMH: 항우울제를 시작한 첫 달: 수면·불안·일상 기능을 나누는 변화 기록 관련 공식 자료로 확인할 정보 | FDA: 항우울제를 시작한 첫 달: 수면·불안·일상 기능을 나누는 변화 기록 관련 공식 자료로 확인할 정보 | 988 Lifeline: 항우울제를 시작한 첫 달: 수면·불안·일상 기능을 나누는 변화 기록 관련 공식 자료로 확인할 정보","항우울제 초기 변화은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 수면·불안·기능이라는 고유한 결정 순간을 다룬다.","/article/mood-function-signal-light | /article/sleep-mood-dual-log | /article/medication-reconciliation-sheet","시작일·용량·복용시각 | 수면·불안·위장 변화 | 일·돌봄·운전 기능 | 자해 생각·초조 악화 즉시 연락 기준 | 처방자에게 묻는 조정 질문","첫 4주 복용-기능 변화 기록"
"d034","폐경 뒤 술이 늘었을 때: 열감·수면·다음 날 기능을 함께 보는 회고표","increased-alcohol-menopause-review","갱년기 생활","done","97","output/wonon/batch-110/qa/d034-increased-alcohol-menopause-review.json","output/wonon/batch-110/drafts/d034-increased-alcohol-menopause-review.mdx","output/wonon/batch-110/research/d034-increased-alcohol-menopause-review.json","폐경 음주 증가: 열감·수면·다음날 기능을 한 장의 진료 준비 기록으로 정리합니다.","폐경 음주 증가","폐경 음주 증가, 열감·수면·다음날 기능, 중년 여성 건강","증상 맥락 정리와 안전한 진료 준비","열감·수면·다음날 기능","폐경 음주 증가 때문에 의료진에게 전달할 열감·수면·다음날 기능 관련 정보를 정리하는 폐경 음주 증가 기록을 만든다.","폐경 음주 증가 때문에 오늘 상담이나 예약 전에 무엇을 적을지 결정해야 하는 순간","폐경 음주 증가의 진료 준비에는 열감·수면·다음날 기능 관련 사실과 시간 경과를 분리해 적는 것이 도움이 된다. 이 계약은 진단·약 선택·치료 변경을 대신하지 않는다.","NIAAA: 폐경 뒤 술이 늘었을 때: 열감·수면·다음 날 기능을 함께 보는 회고표 관련 공식 자료로 확인할 정보 | NIAAA: 폐경 뒤 술이 늘었을 때: 열감·수면·다음 날 기능을 함께 보는 회고표 관련 공식 자료로 확인할 정보 | MedlinePlus (NLM): 폐경의 증상·수면·기분 변화를 음주 다음 날 기능 기록과 구분해 확인할 정보","폐경 음주 증가은 현재 89개 글의 다른 증상·검사·생활 기능 기록과 달리 열감·수면·다음날 기능이라는 고유한 결정 순간을 다룬다.","/article/alcohol-sleep-next-day-review | /article/workplace-hot-flash-script | /article/early-waking-return-to-sleep-log","음주 이유와 표준잔 기록 | 열감·수면·각성의 순서 | 다음 날 기분·기능 영향 | 수면제·진통제 병용 점검 | 금단 의심·자해 위험·지원 연결","폐경-음주-다음날 기능 회고표"
"d035","돌봄을 하며 내 건강이 무너지는 느낌이 들 때: 소진 지원 지도를 만드는 법","caregiver-burnout-support-map","caregiving-mental-health","done","97","output/wonon/batch-110/qa/d035-caregiver-burnout-support-map.json","output/wonon/batch-110/drafts/d035-caregiver-burnout-support-map.mdx","output/wonon/batch-110/research/d035-caregiver-burnout-support-map.json","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인 | 건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","돌봄 업무를 버리지 않으면서 자신의 수면·식사·진료 공백과 지원 요청 우선순위를 정한다.","피로가 휴식 뒤에도 회복되지 않고 본인 진료를 미루기 시작했을 때.","돌봄 업무를 버리지 않으면서 자신의 수면·식사·진료 공백과 지원 요청 우선순위를 정한다.","건강 상담을 위한 기록과 안전 확인","기존 글은 돌봄 중 약·예약 누락 방지; 본문은 돌봄자 자신의 소진과 지원망 결정을 다룬다.","caregiving-own-medication-two-column | caregiving-appointment-questionnaire | health-checkup-questions","돌봄 부담의 기능 신호 | 이번 주 미룬 자기돌봄 찾기 | 대체 가능한 일 분류 | 지원 요청 문장 | 위기·상담 연결","역할·대체인력·내 건강경고신호 3열 지원지도"
"d036","50대 이후 예방접종 기록이 비어 있을 때: 확인 경로부터 정리하는 카드","adult-vaccine-record-rebuild","preventive-care","done","97","output/wonon/batch-110/qa/d036-adult-vaccine-record-rebuild.json","output/wonon/batch-110/drafts/d036-adult-vaccine-record-rebuild.mdx","output/wonon/batch-110/research/d036-adult-vaccine-record-rebuild.json","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인 | 건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","기억·종이기록·전자기록을 구분해 접종기관에 확인할 질문을 준비한다.","접종력을 모르거나 여러 기관 기록이 달라 다음 접종을 예약하기 전.","기억·종이기록·전자기록을 구분해 접종기관에 확인할 질문을 준비한다.","건강 상담을 위한 기록과 안전 확인","단일 백신 예약이 아니라 여러 성인 예방접종의 기록 재구성과 확인 경로가 핵심이다.","shingles-vaccine-visit-prep | covid-vaccine-appointment-note | health-checkup-questions","기록 부재가 뜻하는 것 | 찾을 수 있는 기록 경로 | 연령과 위험요인 분리 | 예약 전 질문 | 접종 뒤 기록 보관","백신명·날짜·기관·증빙·확인할 질문 5칸 카드"
"d037","감기·독감 뒤 피로가 오래갈 때: 회복 기록과 재평가 신호를 나누는 법","prolonged-fatigue-after-respiratory-infection","infection-recovery","done","97","output/wonon/batch-110/qa/d037-prolonged-fatigue-after-respiratory-infection.json","output/wonon/batch-110/drafts/d037-prolonged-fatigue-after-respiratory-infection.mdx","output/wonon/batch-110/research/d037-prolonged-fatigue-after-respiratory-infection.json","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인 | 건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","회복 경과를 기록하면서 호흡·흉통·기능저하가 있는지 구분해 재평가 시점을 정한다.","급성 감염은 지나갔지만 일상 활동이 회복되지 않을 때.","회복 경과를 기록하면서 호흡·흉통·기능저하가 있는지 구분해 재평가 시점을 정한다.","건강 상담을 위한 기록과 안전 확인","기침 단독 또는 만성 피로 일반론이 아닌 감염 후 기능 회복 곡선과 재평가 결정을 다룬다.","post-flu-cough-recovery-log | fatigue-pacing-week-map | health-checkup-questions","회복 속도의 개인차 | 활동 후 변화 기록 | 기존질환·약물 확인 | 진료를 앞당길 신호 | 다음 상담 질문","활동 후 악화·휴식·호흡증상 7일 회복선"
"d038","대상포진 발진 뒤 통증이 남을 때: 신경통 상담 메모","postherpetic-neuralgia-visit-note","pain-neurology","done","97","output/wonon/batch-110/qa/d038-postherpetic-neuralgia-visit-note.json","output/wonon/batch-110/drafts/d038-postherpetic-neuralgia-visit-note.mdx","output/wonon/batch-110/research/d038-postherpetic-neuralgia-visit-note.json","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인 | 건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","피부 병변이 가라앉은 뒤에도 남는 통증의 위치·성격·수면 영향을 진료 질문으로 바꾼다.","발진이 좋아졌는데 화끈거림·찌릿함이 계속되어 진통제를 임의로 늘리려 할 때.","피부 병변이 가라앉은 뒤에도 남는 통증의 위치·성격·수면 영향을 진료 질문으로 바꾼다.","건강 상담을 위한 기록과 안전 확인","예방접종 준비가 아니라 대상포진 이후 지속 통증의 기능·상담 문제다.","shingles-vaccine-visit-prep | health-checkup-questions","발진과 통증의 시간차 | 통증 언어 고르기 | 생활기능 영향 | 약물 안전 질문 | 긴급한 눈·얼굴 침범","피부변화·통증질·접촉민감도·수면 4칸 메모"
"d039","점이 달라져 보일 때: 사진 비교와 피부과 상담 기준","changing-mole-photo-rule","skin-cancer-awareness","done","97","output/wonon/batch-110/qa/d039-changing-mole-photo-rule.json","output/wonon/batch-110/drafts/d039-changing-mole-photo-rule.mdx","output/wonon/batch-110/research/d039-changing-mole-photo-rule.json","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인 | 건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","건강 상담을 위한 기록과 안전 확인","새 점 또는 변하는 병변을 같은 조건 사진과 변화기록으로 정리해 피부 평가 필요성을 판단한다.","색·크기·경계·출혈이 예전과 다르게 보여 인터넷 사진과 비교하고 싶을 때.","새 점 또는 변하는 병변을 같은 조건 사진과 변화기록으로 정리해 피부 평가 필요성을 판단한다.","건강 상담을 위한 기록과 안전 확인","가려움·발진 안전 메모가 아니라 색소병변 변화와 피부암 평가 결정이다.","itch-rash-safety-note | health-checkup-questions","사진이 할 수 없는 일 | 변화를 남기는 조건 | 관찰보다 평가를 앞당길 변화 | 가족력 질문 | 자외선 노출 예방","날짜·위치·크기 기준물·변화 4항목 사진 규칙"
"d040","얼굴 홍조가 열감과 다를 때: 갱년기 증상으로 단정하기 전 체크","facial-flushing-hot-flash-difference","skin-menopause","done","97","output/wonon/batch-110/qa/d040-facial-flushing-hot-flash-difference.json","output/wonon/batch-110/drafts/d040-facial-flushing-hot-flash-difference.mdx","output/wonon/batch-110/research/d040-facial-flushing-hot-flash-difference.json","얼굴 홍조가 열감과 다를 때: 갱년기 증상으로 단정하기 전 체크","얼굴 홍조가 열감과 다를 때: 갱년기 증상으로 단정하기 전 체크","skin-menopause","전신 열감과 얼굴 중심 홍조의 위치·지속·피부증상을 구분해 진료 질문을 정한다.","열감의 생활패턴이나 일반 발진이 아니라 두 현상을 구별하는 관찰과 피부 상담 결정이다.","전신 열감과 얼굴 중심 홍조의 위치·지속·피부증상을 구분해 진료 질문을 정한다.","열감 기록을 해도 얼굴 따가움·실핏줄·발진이 반복될 때.","전신 열감과 얼굴 중심 홍조의 위치·지속·피부증상을 구분해 진료 질문을 정한다.","주사 관련 증상, 폐경 열감 맥락, 진료 경로","열감의 생활패턴이나 일반 발진이 아니라 두 현상을 구별하는 관찰과 피부 상담 결정이다.","hot-flash-daily-record | itch-rash-safety-note | health-checkup-questions","같아 보이는 홍조 | 위치와 피부감각 | 음식·음주·제품 노출 | 약·질환 확인 질문 | 급성 알레르기 신호","전신 열감/얼굴피부/유발요인 3축 비교표"
